id,part,verse,in_doctrine,in_life_of_oyasama,en,ro,jp_1,jp_2
214,3,93,,,"If this origin is known in detail, there should be no cause for illness.",kono moto o kuwashiku shirita koto naraba   yamai no okoru koto wa nai no ni,このもとをくハしくしりた事ならバ,やまいのをこる事わないのに
215,3,94,,,"These children, living their lives knowing nothing, pitiful are they in the eyes of God.",nanimo kamo shirazu ni kurasu kono kodomo   Kami no me niwa ijirashiki koto,なにもかもしらずにくらすこの子共,神のめへにハいぢらき事
216,3,95,,,There is nothing at all which should be called illness. It is only because there are paths of the mistaken mind.,nani nitemo yamai to yute sarani nashi   kokoro chigai no michi ga aru kara,なにゝてもやまいとゆうてさらになし,心ちがいのみちがあるから
217,3,96,,,"These paths are miserliness, covetousness, self-love, greed, and arrogance. They are the dusts.",kono michi wa oshii hoshii to kawaii to   yoku to koman kore ga hokori ya,このみちハをしいほしいとかハいと,よくとこふまんこれがほこりや
218,3,97,,,All human beings in this world are the children of God. Listen and understand well the words of God!,kono yo no ningen wa mina Kami no ko ya   Kami no yu koto shikato kikiwake,このよふのにんけんハみな神のこや,神のゆう事しかときゝわけ
219,3,98,1,,"If only the dusts are cleanly swept away, then I shall work marvelous salvation.",hokori sai sukiyaka harota koto naraba   ato wa mezurashi tasuke suru zo ya,ほこりさいすきやかはろた事ならば,あとハめづらしたすけするぞや
220,3,99,1,,"By this salvation given in accordance with the mind of sincerity, you shall be freed from illness, death, and weakening.",shinjitsu no kokoro shidai no kono tasuke   yamazu shinazu ni yowari naki yo,しんぢつの心しだいのこのたすけ,やますしなずによハりなきよふ
221,3,100,1,,"By this salvation, to fix the natural term of life at one hundred and fifteen years is the single desire of God.",kono tasuke hyaku ju go sai jomyo to   sadame tsuketai Kami no ichijo,このたすけ百十五才ぢよみよと,さだめつけたい神の一ぢよ
222,3,101,,,"Day after day, the mind of God hastens. You who are close to Me, what are you thinking of it?",nichinichi ni Kami no kokoro no sekikomi o   soba naru mono wa nanto omoteru,にち／＼に神の心のせきこみを,そばなるものハなんとをもてる
223,3,102,,,"For fear of those in high places, you are depressed. Fear not, for God is hastening.",kami taru o kowai to omote izumi iru   Kami no sekikomi kowami nai zo ya,上たるをこわいとをもていすみいる,神のせきこみこわみないぞや
224,3,103,,,The tightness in your chest: do not take it as an illness. It is the hastening of God being blocked.,mune ashiku kore o yamai to omouna yo   Kami no sekikomi tsukaetaru yue,むねあしくこれをやまいとをもうなよ,神のせきこみつかゑたるゆへ
225,3,104,,,"Working miracles one after another, the mind of God hastens for your salvation.",dandan to Kami no kokoro to yu mono wa   fushigi arawashi tasuke sekikomu,たん／＼と神の心とゆうものわ,ふしぎあらハしたすけせきこむ
226,3,105,,,"What do you think these miracles are? Sweeping the dust away, I shall complete the cleansing.",kono fushigi nanno koto ya to omote iru   hokori harote soji shitateru,このふしきなんの事やとをもている,ほこりはろふてそふぢしたてる
227,3,106,,,"Thereafter, the pillar will be quickly put in. When it is done, the world will settle.",ato naru ni hayaku hashira o ireta nara   kore de kono yo no sadame tsuku nari,あとなるにはやくはしらをいれたなら,これでこのよのさだめつくなり
228,3,107,,,"If you quickly see the truth of this talk, become convinced, everyone, whoever you may be.",kono hanashi hayaku mietaru koto naraba   ikana mono demo mina tokushin se,このはなしはやくみへたる事ならば,いかなものでもみなとくしんせ
229,3,108,,,"I have told you before about the test for proof, but you do not even understand what the Kanrodai is about.",imamade wa shoko tameshi to yue aredo   Kanrodai mo nanno koto yara,いまゝでハしよこためしとゆへあれど,かんろふだいもなんの事やら
230,3,109,,,"Having received this one four years ago, God is holding her in a tight embrace. This is the proof.",kono mono o yo nen izen ni mukaitori   Kami ga dakishime kore ga shoko ya,このものを四ねんいせんにむかいとり,神がだきしめこれがしよこや
231,3,110,,,"Truly, the preparation to return her quickly is the first matter in the hastening of God.",shinjitsu ni hayaku kayasuru moyodate   Kami no sekikomi kore ga daiichi,しんぢつにはやくかやするもよふたて,神のせきこみこれがたい一
232,3,111,,,"Until now, I have often told you about My free and unlimited workings, but you have seen nothing yet.",koremade wa juyojizai to mama tokedo   nanimo mietaru koto wa nakeredo,これまでハぢうよじざいとまゝとけど,なにもみへたる事わなけれど
233,3,112,,,"From now on, I shall teach you everything beforehand. When seen, you will understand that I work freely and unlimitedly.",korekara wa ikana hanashi mo tokioite   sore mieta nara juyojizai ya,これからハいかなはなしもときをいて,それみゑたならじうよぢざいや
234,3,113,,,Please do not speak about things in the past. I shall begin on the twenty-sixth day.,imamade no koto wa nan nimo yute kurena   niju roku nichi ni hajime kakeru de,いまゝでの事ハなんにもゆてくれな,廿六日にはじめかけるで
235,3,114,,,"From now on, I shall make the minds of the world spirited and prepare to settle Nihon.",korekara wa sekai no kokoro isame kake   nihon osameru moyo suru zo ya,これからハせかいの心いさめかけ,にほんをさめるもよふするぞや
236,3,115,,,The minds of human beings are indeed shallow. You talk only about things already visible.,ningen no kokoro to yu wa azanote   mietaru koto o bakari yu nari,にんけんの心とゆうハあざのふて,みへたる事をばかりゆうなり
237,3,116,,,"From now on, I shall talk only about things that have not appeared. Watch the future closely.",korekara wa nai koto bakari toite oku   korekara saki o tashika mite iyo,これからハない事ばかりといてをく,これからさきをたしかみていよ
238,3,117,,,"I shall begin to tell you about whatever things step by step, but never about things already visible.",dono yona koto mo dandan yuikakeru   mietaru koto wa sarani yuwan de,どのよふな事もたん／＼ゆいかける,みへたる事ハさらにゆハんで
239,3,118,,,"To set up quickly the central pillar of God, who began this world, is God's single desire.",kono yo o hajimeta Kami no Shinbashira   hayaku tsuketai Kami no ichijo,このよふをはじめた神のしんばしら,はやくつけたい神の一ぢよ
240,3,119,,,"Listen and ponder step by step over the words and works of God, who is invisible to your eyes.",me ni men Kami no yu koto nasu koto o   dandan kiite shiyan shite miyo,めへにめん神のゆう事なす事を,たん／＼きいてしやんしてみよ
241,3,120,,,"You are thinking that the present path is at the mercy of the high places, but you are mistaken. It will be as God pleases.",ima no michi kami no mama ya to omote iru   kokoro chigau de Kami no mama nari,いまのみち上のまゝやとをもている,心ちがうで神のまゝなり
242,3,121,,,Those in high places are doing as they please with all the world. Do you not know the regret of God?,kami taru wa sekaiju o mamani suru   Kami no zannen kore o shiran ka,上たるハせかいぢううをまゝにする,神のざんねんこれをしらんか
243,3,122,,,"Until now, everything in the world has gone according to those in high places. From now on, there will be changes.",koremade wa yorozu sekai wa kami no mama   mo korekara wa monku kawaru zo,これまでハよろづせかいハ上のまゝ,もふこれからハもんくかハるぞ
244,3,123,,,"Since the time I began this world, I have not yet taught you everything.",kono yo o hajimete kara wa nanimo kamo   toite kikashita koto wa nai node,このよふをはじめてからハなにもかも,といてきかした事ハないので
245,3,124,,,"Those in high places are thinking of the whole world on their own terms, but their minds are wrong.",kami taru wa sekaiju o waga mamani   omote iru no wa kokoro chigau de,上たるハせかいぢううをハがまゝに,をもているのハ心ちかうで
246,3,125,,,The trees which grow in the high mountains and the trees which grow in the low valleys are all the same.,takayama ni sodatsuru kii mo tanisoko ni   sodatsuru kii mo mina onaji koto,高山にそだつる木もたにそこに,そたつる木もみなをなじ事
247,3,126,1,,All human bodies are things lent by God. Do you not know the free and unlimited workings of God?,ningen wa minamina Kami no kashimono ya   Kami no juyo kore o shiran ka,にんけんハみな／＼神のかしものや,神のぢうよふこれをしらんか
248,3,127,,,Let all of you in the world take care. There is no knowing when or where God will go.,ichiretsu wa minamina waga mi ki o tsuke yo   Kami ga nandoki doko e iku yara,,神がなんどきとこへいくやら
249,3,128,1,,Just a word: the hastening in the mind of God is solely to prepare to assemble useful timber.,choto hanashi Kami no kokoro no sekikomi wa   yoboku yoseru moyo bakari o,一寸はなし神の心のせきこみハ,よふぼくよせるもよふばかりを
250,3,129,,,"Though there are many and varied trees, perhaps no one knows which will become useful timber.",dandan to oku tachiki mo aru keredo   dore ga yoboku naru ya shiremai,たん／＼とをふくたちきもあるけれど,どれがよふほくなるしれまい
251,3,130,1,,"Of these timbers, it is not to be just a few. I desire a great number of timbers.",yoboku mo chotto no koto dewa nai hodoni   oku yoki ga hoshii koto kara,よふぼくも一寸の事でハないほどに,をふくよふきがほしい事から
252,3,131,1,,"Day by day, I shall tend those trees which are to become My useful timber. Never take it to be illness.",nichinichi ni yoboku nitewa teiri suru   doko ga ashiki to sarani omouna,にち／＼によふほくにてわていりする,どこがあしきとさらにをもうな
253,3,132,,,"Among the trees, there will be some that I shall tend step by step and others that I shall let fall as they are.",onaji ki mo dandan teiri suru mo ari   sono mama kokasu kii mo aru nari,をなじきもたん／＼ていりするもあり,そのまゝこかすきいもあるなり
254,3,133,,,"This test for proof of all of My free and unlimited workings, I shall never do at any other place.",ika naru no juyojizai no kono tameshi   hoka naru toko de sarani sen zo ya,いかなるのぢうよじざいのこのためし,ほかなるとこでさらにせんぞや
255,3,134,,,"Until now, I have often taught you, saying that it is to be a test. Now at this time, I shall end the test.",imamade mo tameshi to yute toitaredo   mo konotabi wa tameshi osame ya,いまゝでもためしとゆうてといたれど,もふこのたびハためしをさめや
256,3,135,1,,This universe is the body of God. Ponder this in all matters step by step.,dandan to nani goto nitemo kono yo wa   Kami no karada ya shiyan shite miyo,たん／＼となに事にてもこのよふわ,神のからだやしやんしてみよ
257,3,136,,,"At this time, as God is openly revealed, I shall teach you any and all things.",konotabi wa Kami ga omote i deteru kara   yorozu no koto o mina oshieru de,このたびハ神がをもていでゝるから,よろづの事をみなをしへるで
258,3,137,1,,"So long as you remain unknowing that the body is a thing borrowed, you can understand nothing at all.",meme no minouchi yori no karimono o   shirazu ni ite wa nanimo wakaran,めへ／＼のみのうちよりのかりものを,しらずにいてハなにもわからん
259,3,138,,,Ponder over it! There is nothing at all which should be called illness. It is but a road sign or an admonition from God.,shiyan seyo yamai to yute sarani nashi   Kami no michiose iken naru zo ya,しやんせよやまいとゆうてさらになし,神のみちをせいけんなるぞや
260,3,139,,,"A slight ailment of the eyes, swellings, dizziness, and pain are but the guidance of God.",choto shitaru me no ashiku mo dekimono ya   nobose itami wa Kami no tebiki ya,一寸したるめへのあしくもできものや,のぼせいたみハ神のてびきや
261,3,140,,,"Until now, among the high mountains no useful timber has yet appeared.",imamade wa takai yama ya to yuta tote   yoboku mieta koto wa nakeredo,いまゝでハ高い山やとゆうたとて,よふほくみへた事ハなけれど
262,3,141,,,"Hereafter, I shall make preparations to find useful timber step by step even in the high mountains.",konosaki wa takayama nitemo dandan to   yoboku midasu moyo suru zo ya,このさきハ高山にてもたん／＼と,よふぼくみだすもよふするぞや
263,3,142,,,This preparation is for saving all humankind quickly. I shall make the minds of both the high and the low be spirited.,ichiretsu ni hayaku tasukeru kono moyo   kami shimo tomoni kokoro isamete,いちれつにはやくたすけるこのもよふ,上下ともに心いさめで
264,3,143,,,"If the minds of the world are spirited day after day, the growth of all crops will be spirited, too.",nichinichi ni sekai no kokoro isamu nara   mono no ryuke wa mina isami deru,にち／＼にせかいの心いさむなら,ものゝりうけハみないさみでる
265,3,144,,,"Since My intent is single-hearted salvation in all matters, I desire to cut off the root of rebellion quickly.",nani nitemo tasuke ichijo de aru karani   muhon no ne o hayaku kiritai,なにゝてもたすけ一ちよであるからに,むほんねへをはやくきりたい
266,3,145,,,The present path is covered with dust. Take up a broom and do the sweeping.,ima no michi hokori darake de aru karani   hoke o mochite soji o shitate,いまのみちほこりだらけであるからに,ほふけをもちてそうぢふしたて
267,3,146,,,The path thereafter will be broad and clear. Take along with you as many others as you wish.,ato naru wa michi wa hirokute gomoku nashi   ikutari nari to tsurete tore yo,あとなるハみちハひろくでごもくなし,いくたりなりとつれてとふれよ
268,3,147,,,I shall begin to speak at five on the twenty-second of the second month and teach you the causality of everything.,nii nii no nii no itsutsu ni hanashi kake   yorozu innen mina tokikikasu,二二の二の五つにはなしかけ,よろついんねんみなときゝかす
269,3,148,,,"After listening to the sermons of those on the high mountains, listen to the teachings of God in Truth and ponder.",takayama no sekkyo kiite shinjitsu no   Kami no hanashi o kiite shiyan se,高山のせきゝよきいてしんしつの,神のはなしをきいてしやんせ
270,3,149,,,"Day after day, listen to the teachings of God step by step and enjoy them. It is the Divine Record.",nichinichi ni Kami no hanashi o dandan to   kiite tanoshime Koki naru zo ya,にち／＼に神のはなしをたん／＼と,きいてたのしめこふきなるぞや
271,4,1,,,"The present path: what kind of path do you think it is? Though it seems to you to be unclear,",ima no michi nanno michi ya to omote iru   nanika wakaran michi de aredomo,いまのみちなんのみちやとをもている,なにかわからんみちであれども
272,4,2,,,"I already see a broad path ahead. You are saying that it is over there, but it is already before you.",konosaki wa okwan michi ga miete aru   mo ako ni aru koko i kita nari,このさきハをふくハんみちがみへてある,もふあこにあるこゝいきたなり
273,4,3,,1,"When do you think this day will come? On the fifth of the fifth month, it will definitely appear.",kono higara itsu no koto ya to omote iru   go gatsu itsuka ni tashika detekuru,このひがらいつの事やとをもている,五月五日にたしかでゝくる
274,4,4,,1,Then a thanksgiving pilgrimage will begin. Look for it. People will come whether it be night or day.,sore yori mo okage hajimaru kore o miyo   yoru hiru shiren yoni naru zo ya,それよりもをかけはぢまるこれをみよ,よるひるしれんよふになるぞや
275,4,5,,1,"By and by, when the sixth month comes, know that I shall grant the Proof-Amulet.",dandan to roku gatsu ni naru koto naraba   Shoko Mamori o suru to omoe yo,たん／＼と六月になる事ならば,しよこまむりをするとをもへよ
276,4,6,,,"After that, I shall hasten the construction step by step, and it will become busy in all matters.",sorekara wa dandan fushin sekikonde   nanika isogashi koto ni naru nari,それからハたん／＼ふしんせきこんで,なにかいそがし事になるなり
277,4,7,,,"From now on, the mind of God will hasten day by day. Be aware of it.",korekara wa Kami no kokoro wa nichinichi ni   sekikomi aru to omoikoso shire,これからハ神の心ハにち／＼に,せきこみあるとをもいこそしれ
278,4,8,,,"No matter how great My haste may be, I shall say nothing by word of mouth.",ika hodono oku sekikomi aru totemo   kuchi dewa nanimo yu de nai zo ya,いかほどのをふくせきこみあるとても,くちでハなにもゆうでないぞや
279,4,9,,,I wish to let you know quickly of the many people that will come in the future.,konosaki wa oku miekuru hitobito o   hayaku shirashite oko to omoedo,このさきハをふくみへくる人ゞを,はやくしらしてをことをもゑど
280,4,10,,,I see new faces coming one after another. Is there no one who can see them with his own eyes?,dandan to mezurashi hito ga miete aru   tare ga me nimo kore ga mien ka,だん／＼とめつらし人がみへてある,たれがめへにもこれがみゑんか
281,4,11,,,Watch this marvelous path. There will be a mountain of stories about it from now on.,korekara no ato naru hanashi yamayama no   michi o mite iyo mezurashiki michi,これからのあとなるはなし山／＼の,みちをみていよめづらしきみち
282,4,12,,1,"How delightful it will be! So many people will assemble, coming to ask for the gifts of heaven.",omoshiro ya oku no hito ga atsumarite   ten no atae to yute kuru zo ya,をもしろやをふくの人があつまりて,天のあたゑとゆうてくるそや
283,4,13,,1,"Day by day, disorders will befall you, and you will come again. But no one knows how impatiently God waits.",nichinichi ni mi ni sawari tsuku mata kita ka   Kami no machikane kore o shirazu ni,にち／＼にみにさハりつくまたきたか,神のまちかねこれをしらすに
284,4,14,,1,"Step by step, the performers of the Service will all assemble. Taking this as a sign, I shall begin all My workings.",dandan to Tsutome no ninju te ga soroi   kore o aizu ni nanimo dekakeru,だん／＼とつとめのにんぢうてがそろい,これをあいつになにもでかける
285,4,15,,,"Day after day, I desire to make the mind of God quickly known to the minds of the high places step by step.",nichinichi no Kami no kokoro wa dandan to   kami no kokoro ni hayaku misetara,にち／＼の神の心わだん／＼と,上の心にはやくみせたら
286,4,16,,,"Knowing nothing, those in high places obey those of Kara. How pitiful are such minds.",kami taru wa nanimo shirazu ni tojin o   shitagau kokoro kore ga okashii,上たるわなにもしらずにとふぢんを,したがう心これがをかしい
287,4,17,,,"Day after day, the mind of God impatiently awaits those of Kara to replace their minds entirely.",nichinichi ni Kami no kokoro no sekikomi wa   tojin korori kore o matsu nari,にち／＼に神の心のせきこみハ,とふぢんころりこれをまつなり
288,4,18,,,Remember what followed the epidemic of the cows in the past. Let all of you in high places beware.,imamade no ushi no sakimichi omote miyo   kami taru tokoro mina ki o tsuke yo,いまゝでのうしのさきみちをもてみよ,上たるところみなきをつけよ
289,4,19,,,"If only all of this comes to be seen, all the minds of the world will be spirited.",kore saika mina mie kitaru koto naraba   sekai no kokoro mina isami kuru,これさいかみなみへきたる事ならば,せかいの心みないさみくる
290,4,20,,,"If the minds of the world are spirited in all matters, the mind of God, also, will be spirited.",nani nitemo sekai no kokoro isamu nara   Kami no kokoro mo mina isamu nari,なにゝてもせかいの心いさむなら,神の心もみないさむなり
291,4,21,,,What do you think the path of today is about? Marvelous things will come into sight.,kyonohi wa ika naru michi to omou kana   mezurashi koto ga miete kuru zo ya,けふの日ハいかなるみちとをもうかな,めづらし事がみゑてくるぞや
292,4,22,1,,"Step by step, all things will come into sight. Whatever your path may be, take delight in it all.",dandan ni nanika no koto mo miete kuru   ika naru michi mo mina tanoshime yo,だん／＼になにかの事もみへてくる,いかなるみちもみなたのしめよ
293,4,23,,1,"If the hand movements of the Joyous Service are learned day by day, how delighted God will be.",nichinichi ni Yoki-zutome no te ga tsukeba   Kami no tanoshimi ika hodono koto,にち／＼によふきづとめのてがつけば,神のたのしゆみいかほとの事
294,4,24,,1,I impatiently await the performers of the Service to gather quickly. What are you close to Me thinking?,hayabaya to Tsutome no ninju machikaneru   soba na kokoro wa nani o omou ya,はや／＼とつとめのにんぢうまちかねる,そばな心わなにをふもうや
295,4,25,,,"Nothing should be called illness. Should your body be afflicted, it is God's call for your service.",ika naru no yamai to yute nai keredo   mi ni sawari tsuku Kami no yomuki,いかなるのやまいとゆうてないけれど,みにさわりつく神のよふむき
296,4,26,,,"This call for your service might not easily be understood, for the thoughts of God are mountainous.",yomuki mo nanino koto yara choto shiren   Kami no omowaku yamayama no koto,よふむきもなにの事やら一寸しれん,神のをもわくやま／＼の事
297,4,27,,,"If all the thoughts of God about everything are taught to you, your minds will be spirited.",nanimo kamo Kami no omowaku nani nitemo   mina toita nara kokoro isamu de,なにもかも神のをもハくなにゝても,みなといたなら心いさむで
298,4,28,,,"When I have taught you all of My thoughts step by step, your bodies, too, will be refreshed.",dandan ni nanimo omowaku tokikireba   minouchi yori mo susuyaka ni naru,だん／＼になにもをもハくときゝれば,みのうちよりもすゝやかになる
299,4,29,1,1,"Again, I impatiently await the coming Joyous Service. What it is, is the Kagura Service.",matasaki no Yoki-zutome o machikaneru   nanno koto nara Kagura-zutome ya,またさきのよふきづとめをまちかねる,なんの事ならかぐらつとめや
300,4,30,,,"Though there are many people throughout the world, there is no one who knows the mind of God.",sekaiju oku no hito de aru keredo   Kami no kokoro o shirita mono nashi,せかいぢうをふくの人であるけれど,神の心をしりたものなし
301,4,31,,,"This time, I shall teach you in detail all of the truth in the mind of God.",konotabi wa Kami no kokoro no shinjitsu o   nanika isai o mina oshieru de,このたびハ神の心のしんぢつを,なにかいさいをみなをしゑるで
302,4,32,,,"In all matters, if you come to know the truth of single-heartedness with God, you will never be overcome by Kara.",nani nitemo Kami ichijo o shirita nara   kara ni makeso na koto wa nai zo ya,なにゝても神一ちよをしりたなら,からにまけそな事ハないぞや
303,4,33,,,"Hereafter, My only concern will be the preparations quickly to distinguish between Kara and Nihon step by step.",konosaki wa kara to nihon o sumiyaka ni   dandan wakeru moyo bakari o,このさきハからとにほんをすみやかに,だん／＼ハけるもよふばかりを
304,4,34,,,"If only this distinction is made quickly, the regret of God will be cleared away.",kore saika hayaku wakarita koto naraba   Kami no zannen hareru koto nari,これさいかはやくわかりた事ならば,神のざんねんはれる事なり
305,4,35,,,"If the regret of God in Truth is cleared away, all minds in the world will be spirited.",shinjitsu no Kami no zannen hareta nara   sekai no kokoro mina isami deru,しんぢつの神のざんねんはれたなら,せかいの心みないさみでる
306,4,36,,,"Step by step, I am solely making preparations truly to save the whole world.",dandan to sekaiju o shinjitsu ni   tasukeru moyo bakari suru zo ya,だん／＼とせかいぢううをしんぢつに,たすけるもよふはかりするぞや
307,4,37,1,,"After that, you may stay as long as you wish, without illness, death, or weakening.",sono nochi wa yamazu shinazu ni yowarazu ni   kokoro shidai ni itsu made mo iyo,そのゝちハやまずしなすによハらすに,心したいにいつまでもいよ
308,4,38,1,,"Further, after the passage of long years, there will be no aging at all.",matasaki wa nengen tachita koto naraba   toshi o yoru me wa sarani nai zo ya,またさきハねんけんたちた事ならば,としをよるめハさらにないぞや
309,4,39,,,"Until now, you have known nothing, but from now on I shall teach you everything.",imamade wa nanino koto demo shirenanda   korekara saki wa mina oshieru de,いまゝでハなにの事でもしれなんだ,これからさきハみなをしゑるで
310,4,40,,,"At present, the minds of all, as well as the minds of those within, are greatly mistaken.",ima dewa na mina no kokoro to uchi naru no   kokoro ga oi chigai naredomo,いまてハなみなの心とうちなるの,心かをふいちがいなれども
311,4,41,,,"From tomorrow on, I shall begin to request anything of you. You must follow the words of God.",asunichi wa nandemo tanomi kakeru de na   Kami no iijo ni tsukaneba naran,あすにちハなんでもたのみかけるでな,神のいぢよにつかねばならん
312,4,42,,,"Day by day, disorders will come to your bodies. Ponder over it! God is informing you of your mistaken minds.",nichinichi ni mi ni sawari tsuku tokushin se   kokoro chigai o Kami ga shirasuru,にち／＼にみにさハりつくとくしんせ,心ちがいを神がしらする
313,4,43,,,"Each of you, after pondering over the body, resolve the mind and lean on God.",meme no minouchi yori mo shiyan shite   kokoro sadamete Kami ni motare yo,めへ／＼のみのうちよりもしやんして,心さだめて神にもたれよ
314,4,44,,,"The thoughts of God about all matters are profound, but you close to Me are unaware of this.",nani nitemo Kami no omowaku fukaku aru   soba naru mono wa sore o shirazu ni,なにゝても神のをもわくふかくある,そばなるものハそれをしらすに
315,4,45,,,"Until today, you have not been able to see any path whatever. It can be seen quickly. Ponder and resolve.",kyomade wa nani yono michi mo miene domo   hayaku mieru de shiyan sadame yo,けふまでハなによのみちもみへねども,はやくみゑるでしやんさだめよ
316,4,46,,,"Though I wish to have you know this path quickly, it is difficult because there is no understanding.",kono michi o hayaku shiraso to omoe domo   satori ga note kore ga mutsukashi,このみちをはやくしらそとをもへども,さとりがのふてこれがむつかし
317,4,47,,,"Though I have made it known by My writing brush step by step, your lack of understanding is the regret of God.",dandan to fude ni shirashite aru keredo   satori nai no ga Kami no zannen,たん／＼とふでにしらしてあるけれど,さとりないのが神のざんねん
318,4,48,,,"In everything, listen closely to the words of God. Everything depends on the mind of each of you.",nani nitemo Kami no yu koto shikato kike   mina meme no kokoro shidai ya,なにゝても神のゆう事しかときけ,みなめゑめの心しだいや
319,4,49,,1,Truly be spirited and ponder. Then lean on God and do the Joyous Service.,shinjitsu ni kokoro isande shiyan shite   Kami ni motarete Yoki-zutome o,しんぢつに心いさんでしやんして,神にもたれてよふきづとめを
320,4,50,,,Do not wonder what this talk is about. It is solely about the matter of the fertilizer.,kono hanashi nanino koto ya to omouna yo   koe ichijo no hanashi naru zo ya,このはなしなにの事やとをもうなよ,こゑ一ぢよのはなしなるぞや
321,4,51,,,This fertilizer: do not wonder what is effective. The mind's true sincerity is its effectiveness.,koe ya tote nani ga kiku towa omouna yo   kokoro no makoto shinjitsu ga kiku,こへやとてなにがきくとハをもうなよ,心のまことしんぢつがきく
322,4,52,,,"When I have discerned your mind of sincerity, know that I shall provide any protection.",shinjitsu no kokoro misadame tsuita nara   ikana shugo mo suru to omoe yo,しんぢつの心みさだめついたなら,いかなしゆこふもするとをもゑよ
323,4,53,,,Listen closely! I teach all things to everyone. I do not discriminate among any of you ever.,shikato kike yorozu no koto o mina oshie   doko ni hedate wa sarani nai zo ya,しかときけよろつの事をみなをしへ,どこにへだてわさらにないぞや
324,4,54,,,People come to Me from whatever places. It is because they all are of the original causality.,dono yona tokoro no hito ga detekite mo   mina innen no mono de aru kara,どのよふなところの人がでゝきても,みないんねんのものであるから
325,4,55,1,1,"This is the Residence where I began human beings. Because of this causality, it is here that I descended.",ningen o hajime dashitaru yashiki nari   sono innen de amakudarita de,にんけんをはじめだしたるやしきなり,そのいんねんであまくたりたで
326,4,56,,,"Hereafter, I shall teach all about My workings for the salvation of everyone throughout the world.",konosaki wa sekaiju o ichiretsu ni   tasuke shugo o mina oshieru de,このさきハせかいぢううを一れつに,たすけしゆごふをみなをしゑるで
327,4,57,,,"I shall teach all about universal salvation step by step, and solely distinguish between Kara and Nihon.",dandan to yorozu tasuke o mina oshie   kara to nihon o wakeru bakari ya,だん／＼とよろづたすけをみなをしへ,からとにほんをわけるばかりや
328,4,58,,,"Day after day, the path that distinguishes between Kara and Nihon: this is the single intent of God's hastening.",nichinichi ni kara to nihon o wakeru michi   Kami no sekikomi kore ga ichijo,にち／＼にからとにほんをわけるみち,神のせきこみこれが一ぢよ
329,4,59,,,"If this path is quickly distinguished, everything will proceed as God intends.",kono michi o hayaku waketaru koto naraba   ato no yorozu wa Kami no mama nari,このみちをはやくわけたる事ならば,あとのよろづハ神のまゝなり
330,4,60,,,Today is the beginning of marvelous things. All of you will come along with Me because of the original causality.,kyonohi wa nanika mezurashi hajime dashi   yorozu innen mina tsuite kuru,けふの日ハなにかめづらしはじめだし,よろづいんねんみなついてくる
331,4,61,,,"About causality: though people are numerous, never think that I discriminate among any of you.",innen mo oku no hito de aru karani   doko ni hedate wa aru to omouna,いんねんもをふくの人であるからに,とこにへだてハあるとをもうな
332,4,62,1,1,"To God, who began this world, all of you in the world are equally My beloved children.",kono yo o hajimeta Kami no koto naraba   sekai ichiretsu mina waga ko nari,このよふを初た神の事ならば,せかい一れつみなわがこなり
333,4,63,,1,"Because of My love for all My children, I exhaust My mind in every kind of way.",ichiretsu no kodomo ga kawai sore yue ni   iroiro kokoro tsukushi kiru nari,いちれつのこともがかハいそれゆへに,いろ／＼心つくしきるなり
334,4,64,,,I desire to teach everything to you children quickly. Take notice of this hastening in the mind of God!,kono kodomo nanimo oshiete hayabaya to   Kami no kokoro no sekikomi o miyo,,神の心のせきこみをみよ
335,4,65,,,I wait impatiently for My children to awaken to the truth. There is nothing else in the thoughts of God.,dandan to kodomo no shusse machikaneru   Kami no omowaku kore bakari nari,だん／＼とこどものしゆせまちかねる,神のをもわくこればかりなり
336,4,66,,,"If I can only bring My children out into the open, I shall change Kara into Nihon.",kodomo sai hayaku omote i dashita nara   kara o nihon no jii ni suru nari,こどもさいはやくをもていだしたなら,からをにほんのぢいにするなり
337,4,67,,,"Make your minds truly firm, all My children! The mind of God only hastens.",shinjitsu ni kodomo no kokoro shikato seyo   Kami no kokoro wa seku bakari ya de,しんぢつにこどもの心しかとせよ,神の心ハせくばかりやで
338,4,68,,,"Day after day, God hastens in agony. Please, quickly make preparations for salvation.",nichinichi ni Kami no sekikomi kono nayami   hayaku tasukeru moyo shite kure,にち／＼に神のせきこみこのなやみ,はやくたすけるもよふしてくれ
339,4,69,,,"Thinking of the high places, those of you within are depressed. But fear not, for God assures you.",uchi naru wa kami o omote izumi iru   kowami nai zo ya Kami no ukeyai,うちなるハ上をふもふていづみいる,こわみないぞや神のうけやい
340,4,70,,,The path already differs from what it once was. Hurry! Hasten to the broad path!,imamade to michi ga kawarite aru hodoni   hayaku sekikomi okwan no michi,いまゝでとみちがかわりてあるほどに,はやくせきこみをふくハんのみち
341,4,71,,,"You are wondering when this path will come. Come out quickly, now is the time!",kono michi wa itsu no koto ya to omote iru   hayaku dete miyo mo ima no koto,このみちハいつの事やとをもている,はやくてゝみよもふいまの事
342,4,72,1,,"Step by step, I have informed you by My writing brush. Quickly awaken your mind to it!",dandan to fude ni shirashite aru hodoni   hayaku kokoro ni satori toru yo,だん／＼とふてにしらしてあるほどに,はやく心にさとりとるよふ
343,4,73,,,"If you only come to understand this quickly, your sufferings of the body will be cleared away.",kore saika hayaku satori ga tsuita nara   minouchi nayami suzuyaka ni naru,これさいかはやくさとりがついたなら,みのうちなやみすゞやかになる
